time,x,y,ref_x,ref_y,err_y,phi_cmd
3284.0399,132.1050,3.3630,132.0000,3.2725,0.1087,-0.0185
3284.0799,132.2045,3.3424,132.2000,3.2340,0.1074,-0.0125
3284.0999,132.2542,3.3321,132.2000,3.2340,0.1066,-0.0180
3284.1399,132.3537,3.3114,132.4000,3.1953,0.1052,-0.0110
3284.1599,132.4034,3.3010,132.4000,3.1953,0.1045,-0.0174
3284.1999,132.5029,3.2802,132.4000,3.1953,0.1030,-0.0102
3284.2199,132.5526,3.2698,132.6000,3.1565,0.1022,-0.0167
3284.2599,132.6521,3.2490,132.6000,3.1565,0.1007,-0.0097
3284.2799,132.7019,3.2386,132.6000,3.1565,0.1000,-0.0161
3284.3199,132.8013,3.2177,132.8000,3.1177,0.0984,-0.0091
3284.3399,132.8511,3.2073,132.8000,3.1177,0.0977,-0.0157
3284.3799,132.9505,3.1864,133.0000,3.0788,0.0962,-0.0084
3284.3999,133.0003,3.1759,133.0000,3.0788,0.0954,-0.0152
3284.4399,133.0998,3.1550,133.0000,3.0788,0.0939,-0.0078
3284.4599,133.1495,3.1445,133.2000,3.0398,0.0931,-0.0146
3284.4999,133.2490,3.1235,133.2000,3.0398,0.0916,-0.0074
3284.5199,133.2987,3.1131,133.2000,3.0398,0.0908,-0.0140
3284.5599,133.3982,3.0921,133.4000,3.0008,0.0892,-0.0067
3284.5799,133.4479,3.0816,133.4000,3.0008,0.0885,-0.0135
3284.6199,133.5473,3.0606,133.6000,2.9617,0.0869,-0.0060
3284.6399,133.5970,3.0500,133.6000,2.9617,0.0861,-0.0130
3284.6599,133.6467,3.0395,133.6000,2.9617,0.0853,-0.0124
3284.6999,133.7462,3.0185,133.8000,2.9226,0.0838,-0.0058
3284.7399,133.7959,3.0080,133.8000,2.9226,0.0830,-0.0122
3284.7599,133.8953,2.9869,133.8000,2.9226,0.0814,-0.0044
3284.7999,133.9947,2.9659,134.0000,2.8834,0.0799,-0.0048
3284.8199,134.0444,2.9554,134.0000,2.8834,0.0791,-0.0116
3284.8599,134.1438,2.9344,134.2000,2.8443,0.0777,-0.0051
3284.8799,134.1935,2.9239,134.2000,2.8443,0.0769,-0.0112
3284.9199,134.2928,2.9029,134.2000,2.8443,0.0754,-0.0037
3284.9399,134.3425,2.8924,134.4000,2.8051,0.0746,-0.0104
3284.9799,134.4417,2.8713,134.4000,2.8051,0.0730,-0.0028
3284.9999,134.4914,2.8608,134.4000,2.8051,0.0722,-0.0099
3285.0399,134.5907,2.8397,134.6000,2.7659,0.0707,-0.0023
3285.0599,134.6404,2.8292,134.6000,2.7659,0.0699,-0.0091
3285.0999,134.7396,2.8081,134.8000,2.7267,0.0683,-0.0017
3285.1199,134.7893,2.7975,134.8000,2.7267,0.0675,-0.0086
3285.1599,134.8389,2.7869,134.8000,2.7267,0.0666,-0.0082
3285.1799,134.9381,2.7659,135.0000,2.6875,0.0651,-0.0012
3285.2199,135.0374,2.7448,135.0000,2.6875,0.0634,0.0000
3285.2399,135.0870,2.7342,135.0000,2.6875,0.0626,-0.0076
3285.2799,135.1862,2.7132,135.2000,2.6483,0.0611,-0.0007
3285.2999,135.2358,2.7027,135.2000,2.6483,0.0603,-0.0072
3285.3199,135.2855,2.6922,135.2000,2.6483,0.0595,-0.0067
3285.3599,135.3847,2.6711,135.4000,2.6091,0.0579,0.0003
3285.3999,135.4839,2.6500,135.4000,2.6091,0.0562,0.0016
3285.4199,135.5335,2.6395,135.6000,2.5700,0.0554,-0.0059
3285.4599,135.5831,2.6290,135.6000,2.5700,0.0546,-0.0059
3285.4799,135.6824,2.6080,135.6000,2.5700,0.0531,0.0009
3285.5199,135.7319,2.5975,135.8000,2.5309,0.0523,-0.0053
3285.5399,135.8311,2.5765,135.8000,2.5309,0.0507,0.0027
3285.5799,135.9304,2.5555,136.0000,2.4919,0.0491,0.0025
3285.5999,135.9800,2.5450,136.0000,2.4919,0.0483,-0.0046
3285.6399,136.0792,2.5241,136.0000,2.4919,0.0468,0.0021
3285.6599,136.1288,2.5136,136.2000,2.4529,0.0460,-0.0041
3285.6999,136.2281,2.4927,136.2000,2.4529,0.0444,0.0035
3285.7199,136.2777,2.4822,136.2000,2.4529,0.0437,-0.0035
3285.7399,136.3273,2.4717,136.4000,2.4140,0.0428,-0.0029
3285.7799,136.4266,2.4508,136.4000,2.4140,0.0412,0.0042
3285.7999,136.4762,2.4403,136.4000,2.4140,0.0404,-0.0026
3285.8399,136.5755,2.4194,136.6000,2.3751,0.0388,0.0051
3285.8599,136.6252,2.4089,136.6000,2.3751,0.0380,-0.0020
3285.8999,136.7245,2.3880,136.8000,2.3363,0.0364,0.0057
3285.9199,136.7741,2.3775,136.8000,2.3363,0.0355,-0.0015
3285.9599,136.8735,2.3566,136.8000,2.3363,0.0339,0.0061
3285.9799,136.9231,2.3462,137.0000,2.2976,0.0331,-0.0010
3286.0199,137.0225,2.3253,137.0000,2.2976,0.0315,0.0067
3286.0399,137.0722,2.3149,137.0000,2.2976,0.0307,-0.0005
3286.0799,137.1716,2.2940,137.2000,2.2590,0.0290,0.0074
3286.0999,137.2213,2.2836,137.2000,2.2590,0.0282,0.0000
3286.1399,137.3207,2.2628,137.4000,2.2204,0.0266,0.0077
3286.1599,137.3704,2.2524,137.4000,2.2204,0.0258,0.0007
3286.1999,137.4698,2.2316,137.4000,2.2204,0.0242,0.0085
3286.2199,137.5195,2.2213,137.6000,2.1820,0.0234,0.0006
3286.2599,137.6190,2.2006,137.6000,2.1820,0.0218,0.0083
3286.2999,137.7185,2.1799,137.8000,2.1437,0.0202,0.0091
3286.3199,137.7683,2.1695,137.8000,2.1437,0.0194,0.0019
3286.3599,137.8678,2.1490,137.8000,2.1437,0.0179,0.0086
3286.3799,137.9176,2.1387,138.0000,2.1055,0.0171,0.0021
3286.4199,138.0171,2.1181,138.0000,2.1055,0.0156,0.0098
3286.4399,138.0668,2.1078,138.0000,2.1055,0.0148,0.0028
3286.4599,138.1166,2.0975,138.2000,2.0675,0.0139,0.0034
3286.4999,138.2162,2.0770,138.2000,2.0675,0.0124,0.0104
3286.5199,138.2660,2.0667,138.2000,2.0675,0.0116,0.0037
3286.5599,138.3656,2.0462,138.4000,2.0296,0.0099,0.0115
3286.5799,138.4153,2.0359,138.4000,2.0296,0.0091,0.0043
3286.6199,138.5149,2.0155,138.6000,1.9918,0.0075,0.0119
3286.6399,138.5647,2.0053,138.6000,1.9918,0.0067,0.0048
3286.6799,138.6643,1.9848,138.6000,1.9918,0.0051,0.0124
3286.7199,138.7140,1.9747,138.8000,1.9542,0.0043,0.0052
3286.7399,138.8136,1.9543,138.8000,1.9542,0.0026,0.0133
3286.7599,138.8634,1.9442,138.8000,1.9542,0.0019,0.0053
3286.7999,138.9630,1.9239,139.0000,1.9167,0.0003,0.0131
3286.8399,139.0625,1.9037,139.0000,1.9167,-0.0013,0.0139
3286.8599,139.1123,1.8936,139.2000,1.8794,-0.0021,0.0066
3286.8999,139.1621,1.8835,139.2000,1.8794,-0.0029,0.0067
3286.9199,139.2617,1.8634,139.2000,1.8794,-0.0044,0.0136
3286.9599,139.3612,1.8433,139.4000,1.8422,-0.0060,0.0150
3286.9799,139.4110,1.8333,139.4000,1.8422,-0.0068,0.0077
3287.0199,139.5105,1.8133,139.6000,1.8053,-0.0083,0.0143
3287.0399,139.5603,1.8033,139.6000,1.8053,-0.0091,0.0081
3287.0799,139.6599,1.7834,139.6000,1.8053,-0.0107,0.0156
3287.0999,139.7096,1.7734,139.8000,1.7685,-0.0115,0.0087
3287.1399,139.8092,1.7535,139.8000,1.7685,-0.0131,0.0164
3287.1599,139.8590,1.7436,139.8000,1.7685,-0.0139,0.0093
3287.1799,139.9087,1.7336,140.0000,1.7320,-0.0147,0.0097
3287.2199,140.0082,1.7138,140.0000,1.7320,-0.0164,0.0174
3287.2399,140.0580,1.7039,140.0000,1.7320,-0.0172,0.0103
3287.2799,140.1575,1.6842,140.2000,1.6956,-0.0188,0.0181
3287.2999,140.2072,1.6743,140.2000,1.6956,-0.0197,0.0109
3287.3399,140.3067,1.6546,140.4000,1.6594,-0.0213,0.0183
3287.3799,140.4062,1.6349,140.4000,1.6594,-0.0230,0.0195
3287.3999,140.4560,1.6252,140.4000,1.6594,-0.0238,0.0113
3287.4399,140.5555,1.6057,140.6000,1.6235,-0.0253,0.0183
3287.4599,140.6053,1.5960,140.6000,1.6235,-0.0261,0.0119
3287.4799,140.6550,1.5863,140.6000,1.6235,-0.0269,0.0123
3287.4999,140.7048,1.5766,140.8000,1.5878,-0.0276,0.0118
3287.5399,140.8044,1.5572,140.8000,1.5878,-0.0293,0.0205
3287.5599,140.8541,1.5475,140.8000,1.5878,-0.0301,0.0133
3287.5799,140.9038,1.5378,141.0000,1.5523,-0.0310,0.0136
3287.6199,141.0035,1.5185,141.0000,1.5523,-0.0326,0.0211
3287.6399,141.0532,1.5088,141.0000,1.5523,-0.0335,0.0141
3287.6799,141.1528,1.4896,141.2000,1.5170,-0.0351,0.0217
3287.7199,141.2026,1.4801,141.2000,1.5170,-0.0359,0.0140
3287.7399,141.3022,1.4610,141.4000,1.4820,-0.0375,0.0214
3287.7799,141.3520,1.4516,141.4000,1.4820,-0.0382,0.0144
3287.7999,141.4516,1.4326,141.4000,1.4820,-0.0398,0.0218
3287.8399,141.5015,1.4232,141.6000,1.4472,-0.0405,0.0144
3287.8599,141.6011,1.4044,141.6000,1.4472,-0.0420,0.0225
3287.8999,141.6510,1.3950,141.6000,1.4472,-0.0427,0.0149
3287.9199,141.7507,1.3763,141.8000,1.4127,-0.0443,0.0228
3287.9599,141.8504,1.3576,141.8000,1.4127,-0.0458,0.0227
3287.9799,141.9003,1.3483,142.0000,1.3785,-0.0465,0.0160
3288.0199,142.0001,1.3298,142.0000,1.3785,-0.0479,0.0227
3288.0399,142.0500,1.3206,142.0000,1.3785,-0.0486,0.0165
3288.0799,142.1498,1.3021,142.2000,1.3445,-0.0502,0.0241
3288.0999,142.1998,1.2928,142.2000,1.3445,-0.0510,0.0175
3288.1399,142.2996,1.2744,142.4000,1.3108,-0.0525,0.0246
3288.1599,142.3495,1.2652,142.4000,1.3108,-0.0533,0.0183
3288.1999,142.4494,1.2469,142.4000,1.3108,-0.0548,0.0253
3288.2199,142.4994,1.2378,142.6000,1.2774,-0.0556,0.0184
3288.2599,142.5993,1.2195,142.6000,1.2774,-0.0572,0.0261
3288.2799,142.6492,1.2104,142.6000,1.2774,-0.0580,0.0191
3288.3199,142.7492,1.1923,142.8000,1.2443,-0.0595,0.0264
3288.3399,142.7992,1.1833,142.8000,1.2443,-0.0603,0.0197
3288.3799,142.8991,1.1653,143.0000,1.2114,-0.0618,0.0266
3288.3999,142.9491,1.1563,143.0000,1.2114,-0.0626,0.0205
3288.4399,143.0492,1.1384,143.0000,1.2114,-0.0641,0.0273
3288.4599,143.0992,1.1295,143.2000,1.1789,-0.0649,0.0206
3288.4999,143.1992,1.1117,143.2000,1.1789,-0.0664,0.0281
3288.5199,143.2493,1.1028,143.2000,1.1789,-0.0672,0.0212
3288.5599,143.3494,1.0852,143.4000,1.1467,-0.0687,0.0284
3288.5799,143.3994,1.0764,143.4000,1.1467,-0.0695,0.0219
3288.6199,143.4996,1.0588,143.6000,1.1148,-0.0710,0.0285
3288.6399,143.5496,1.0501,143.6000,1.1148,-0.0718,0.0226
3288.6799,143.6498,1.0327,143.6000,1.1148,-0.0733,0.0292
3288.6999,143.6999,1.0240,143.8000,1.0832,-0.0741,0.0227
3288.7399,143.8000,1.0067,143.8000,1.0832,-0.0756,0.0300
3288.7599,143.8501,0.9981,143.8000,1.0832,-0.0763,0.0232
3288.7999,143.9503,0.9809,144.0000,1.0520,-0.0779,0.0305
3288.8199,144.0003,0.9723,144.0000,1.0520,-0.0786,0.0239
3288.8599,144.1005,0.9553,144.2000,1.0210,-0.0801,0.0306
3288.8799,144.1506,0.9468,144.2000,1.0210,-0.0809,0.0246
3288.9199,144.2508,0.9299,144.2000,1.0210,-0.0824,0.0312
3288.9399,144.3009,0.9215,144.4000,0.9905,-0.0831,0.0248
3288.9799,144.4011,0.9047,144.4000,0.9905,-0.0846,0.0321
3288.9999,144.4512,0.8963,144.4000,0.9905,-0.0854,0.0253
3289.0399,144.5513,0.8797,144.6000,0.9602,-0.0869,0.0324
3289.0599,144.6014,0.8714,144.6000,0.9602,-0.0876,0.0261
3289.0999,144.7016,0.8549,144.8000,0.9304,-0.0891,0.0324
3289.1199,144.7517,0.8467,144.8000,0.9304,-0.0899,0.0267
3289.1599,144.8519,0.8303,144.8000,0.9304,-0.0913,0.0333
3289.1799,144.9020,0.8222,145.0000,0.9009,-0.0921,0.0268
3289.2199,145.0021,0.8060,145.0000,0.9009,-0.0936,0.0340
3289.2399,145.0522,0.7979,145.0000,0.9009,-0.0943,0.0273
3289.2799,145.1524,0.7818,145.2000,0.8717,-0.0958,0.0344
3289.2999,145.2025,0.7738,145.2000,0.8717,-0.0965,0.0280
3289.3399,145.3027,0.7579,145.4000,0.8429,-0.0980,0.0345
3289.3599,145.3528,0.7499,145.4000,0.8429,-0.0987,0.0288
3289.3999,145.4529,0.7342,145.4000,0.8429,-0.1002,0.0351
3289.4199,145.5030,0.7263,145.6000,0.8145,-0.1009,0.0289
3289.4599,145.6032,0.7107,145.6000,0.8145,-0.1024,0.0359
3289.4799,145.6534,0.7029,145.6000,0.8145,-0.1031,0.0293
3289.5199,145.7536,0.6874,145.8000,0.7865,-0.1045,0.0363
3289.5399,145.8037,0.6797,145.8000,0.7865,-0.1053,0.0299
3289.5799,145.9039,0.6644,146.0000,0.7588,-0.1067,0.0365
3289.5999,145.9540,0.6567,146.0000,0.7588,-0.1074,0.0307
3289.6199,146.0041,0.6491,146.0000,0.7588,-0.1082,0.0308
3289.6599,146.1044,0.6340,146.2000,0.7316,-0.1095,0.0368
3289.6799,146.1545,0.6265,146.2000,0.7316,-0.1103,0.0315
3289.7199,146.2547,0.6115,146.2000,0.7316,-0.1117,0.0377
3289.7399,146.3049,0.6040,146.4000,0.7047,-0.1124,0.0315
3289.7799,146.4052,0.5892,146.4000,0.7047,-0.1138,0.0384
3289.8199,146.5055,0.5745,146.6000,0.6783,-0.1152,0.0384
3289.8399,146.5557,0.5672,146.6000,0.6783,-0.1159,0.0323
3289.8799,146.6058,0.5599,146.6000,0.6783,-0.1166,0.0321
3289.8999,146.7063,0.5455,146.8000,0.6523,-0.1179,0.0380
3289.9399,146.7564,0.5383,146.8000,0.6523,-0.1186,0.0332
3289.9599,146.8568,0.5240,146.8000,0.6523,-0.1199,0.0390
3289.9799,146.9070,0.5169,147.0000,0.6266,-0.1206,0.0330
3290.0199,147.0075,0.5028,147.0000,0.6266,-0.1219,0.0395
3290.0399,147.0577,0.4958,147.0000,0.6266,-0.1225,0.0330
3290.0799,147.1583,0.4819,147.2000,0.6014,-0.1238,0.0397
3290.1199,147.2085,0.4749,147.2000,0.6014,-0.1245,0.0342
3290.1399,147.3090,0.4611,147.4000,0.5766,-0.1257,0.0400
3290.1799,147.4096,0.4475,147.4000,0.5766,-0.1270,0.0404
3290.1999,147.4599,0.4407,147.4000,0.5766,-0.1276,0.0342
3290.2199,147.5102,0.4340,147.6000,0.5523,-0.1282,0.0345
3290.2599,147.6109,0.4206,147.6000,0.5523,-0.1295,0.0406
3290.2799,147.6612,0.4139,147.6000,0.5523,-0.1301,0.0351
3290.3199,147.7619,0.4006,147.8000,0.5283,-0.1314,0.0416
3290.3399,147.8122,0.3940,147.8000,0.5283,-0.1320,0.0358
3290.3799,147.9129,0.3808,148.0000,0.5049,-0.1332,0.0414
3290.3999,147.9633,0.3743,148.0000,0.5049,-0.1339,0.0364
3290.4399,148.0641,0.3614,148.0000,0.5049,-0.1351,0.0416
3290.4599,148.1145,0.3549,148.2000,0.4818,-0.1357,0.0366
3290.4999,148.2152,0.3422,148.2000,0.4818,-0.1370,0.0424
3290.5199,148.2656,0.3358,148.2000,0.4818,-0.1376,0.0366
