time,x,y,ref_x,ref_y,err_y,phi_cmd
3232.6399,3.6556,4.1406,3.8000,3.4941,0.6620,-0.0600
3232.6599,3.6547,4.1406,3.8000,3.4941,0.6622,-0.1200
3232.6799,3.6559,4.1391,3.8000,3.4941,0.6605,-0.1306
3232.7199,3.6665,4.1317,3.8000,3.4941,0.6513,-0.0706
3232.7399,3.6746,4.1290,3.8000,3.4941,0.6471,-0.1057
3232.7599,3.6854,4.1296,3.8000,3.4941,0.6457,-0.1307
3232.7999,3.7142,4.1276,3.8000,3.4941,0.6384,-0.0756
3232.8199,3.7320,4.1268,3.8000,3.4941,0.6342,-0.1032
3232.8599,3.7753,4.1270,3.8000,3.4941,0.6265,-0.0687
3232.8799,3.8003,4.1262,4.0000,3.5319,0.6210,-0.0884
3232.9199,3.8566,4.1248,4.0000,3.5319,0.6092,-0.0293
3232.9399,3.8876,4.1234,4.0000,3.5319,0.6021,-0.0691
3232.9799,3.9551,4.1214,4.0000,3.5319,0.5876,-0.0091
3232.9999,3.9910,4.1196,4.0000,3.5319,0.5792,-0.0528
3233.0399,4.0675,4.1170,4.2000,3.5695,0.5625,0.0072
3233.0599,4.1074,4.1152,4.2000,3.5695,0.5534,-0.0407
3233.0999,4.1904,4.1125,4.2000,3.5695,0.5354,0.0193
3233.1199,4.2332,4.1109,4.4000,3.6069,0.5261,-0.0324
3233.1599,4.3211,4.1084,4.4000,3.6069,0.5074,0.0276
3233.1799,4.3662,4.1070,4.4000,3.6069,0.4978,-0.0241
3233.2199,4.4579,4.1048,4.6000,3.6442,0.4788,0.0359
3233.2399,4.5046,4.1036,4.6000,3.6442,0.4691,-0.0168
3233.2799,4.5992,4.1016,4.6000,3.6442,0.4499,0.0432
3233.2999,4.6471,4.1006,4.8000,3.6813,0.4401,-0.0102
3233.3399,4.7436,4.0989,4.8000,3.6813,0.4209,0.0498
3233.3599,4.7923,4.0981,4.8000,3.6813,0.4112,-0.0042
3233.3999,4.8902,4.0967,5.0000,3.7182,0.3921,0.0558
3233.4199,4.9395,4.0960,5.0000,3.7182,0.3825,0.0011
3233.4599,5.0383,4.0950,5.2000,3.7549,0.3636,0.0611
3233.4999,5.0880,4.0945,5.2000,3.7549,0.3541,0.0061
3233.5199,5.1873,4.0941,5.2000,3.7549,0.3359,0.0661
3233.5599,5.2870,4.0940,5.4000,3.7915,0.3178,0.0916
3233.5799,5.3368,4.0942,5.4000,3.7915,0.3092,0.0316
3233.6199,5.4366,4.0948,5.4000,3.7915,0.2918,0.0906
3233.6399,5.4868,4.0953,5.6000,3.8278,0.2834,0.0306
3233.6799,5.5870,4.0964,5.6000,3.8278,0.2666,0.0906
3233.6999,5.6374,4.0971,5.6000,3.8278,0.2583,0.0306
3233.7399,5.7378,4.0986,5.8000,3.8639,0.2420,0.0906
3233.7599,5.7882,4.0994,5.8000,3.8639,0.2338,0.0306
3233.7999,5.8384,4.1004,5.8000,3.8639,0.2259,0.0203
3233.8199,5.9394,4.1021,6.0000,3.8998,0.2098,0.0803
3233.8599,5.9900,4.1030,6.0000,3.8998,0.2017,0.0270
3233.8799,6.0905,4.1052,6.2000,3.9355,0.1863,0.0870
3233.8999,6.1411,4.1065,6.2000,3.9355,0.1786,0.0283
3233.9399,6.2420,4.1091,6.2000,3.9355,0.1635,0.0883
3233.9799,6.2927,4.1103,6.4000,3.9710,0.1559,0.0337
3233.9999,6.3936,4.1131,6.4000,3.9710,0.1411,0.0937
3234.0399,6.4946,4.1159,6.6000,4.0062,0.1263,0.1038
3234.0599,6.5449,4.1177,6.6000,4.0062,0.1194,0.0438
3234.0999,6.6456,4.1211,6.6000,4.0062,0.1053,0.1025
3234.1199,6.6963,4.1230,6.8000,4.0411,0.0984,0.0425
3234.1599,6.7974,4.1270,6.8000,4.0411,0.0850,0.1009
3234.1799,6.8482,4.1290,6.8000,4.0411,0.0783,0.0424
3234.2199,6.8987,4.1311,7.0000,4.0759,0.0717,0.0421
3234.2399,7.0003,4.1354,7.0000,4.0759,0.0586,0.1021
3234.2799,7.0511,4.1375,7.0000,4.0759,0.0520,0.0471
3234.2999,7.1523,4.1422,7.2000,4.1103,0.0395,0.1024
3234.3199,7.2032,4.1449,7.2000,4.1103,0.0336,0.0452
3234.3599,7.3047,4.1501,7.4000,4.1445,0.0215,0.1028
3234.3799,7.3557,4.1527,7.4000,4.1445,0.0155,0.0497
3234.4199,7.4572,4.1583,7.4000,4.1445,0.0040,0.1017
3234.4599,7.5587,4.1637,7.6000,4.1784,-0.0077,0.1058
3234.4799,7.6093,4.1667,7.6000,4.1784,-0.0131,0.0504
3234.5199,7.6599,4.1700,7.6000,4.1784,-0.0183,0.0499
3234.5399,7.7618,4.1765,7.8000,4.2121,-0.0287,0.0993
3234.5799,7.8127,4.1797,7.8000,4.2121,-0.0340,0.0544
3234.5999,7.9141,4.1862,8.0000,4.2454,-0.0444,0.1019
3234.6199,7.9649,4.1894,8.0000,4.2454,-0.0495,0.0559
3234.6599,8.0663,4.1962,8.0000,4.2454,-0.0594,0.1012
3234.6799,8.1171,4.1997,8.2000,4.2785,-0.0643,0.0577
3234.7199,8.2185,4.2068,8.2000,4.2785,-0.0738,0.1002
3234.7399,8.2692,4.2104,8.2000,4.2785,-0.0785,0.0587
3234.7799,8.3705,4.2178,8.4000,4.3113,-0.0875,0.0995
3234.7999,8.4213,4.2216,8.4000,4.3113,-0.0919,0.0595
3234.8399,8.5225,4.2294,8.6000,4.3437,-0.1005,0.0987
3234.8599,8.5733,4.2333,8.6000,4.3437,-0.1047,0.0602
3234.8999,8.6745,4.2414,8.6000,4.3437,-0.1129,0.0973
3234.9199,8.7252,4.2455,8.8000,4.3759,-0.1169,0.0614
3234.9599,8.8263,4.2539,8.8000,4.3759,-0.1246,0.0957
3234.9799,8.8769,4.2581,8.8000,4.3759,-0.1284,0.0619
3235.0199,8.9780,4.2669,9.0000,4.4077,-0.1357,0.0946
3235.0399,9.0286,4.2713,9.0000,4.4077,-0.1392,0.0623
3235.0799,9.1297,4.2803,9.2000,4.4392,-0.1461,0.0935
3235.0999,9.1803,4.2848,9.2000,4.4392,-0.1495,0.0625
3235.1399,9.2812,4.2942,9.2000,4.4392,-0.1559,0.0916
3235.1599,9.3317,4.2988,9.4000,4.4704,-0.1591,0.0632
3235.1999,9.4326,4.3085,9.4000,4.4704,-0.1650,0.0896
3235.2199,9.4831,4.3133,9.4000,4.4704,-0.1680,0.0633
3235.2399,9.5334,4.3181,9.6000,4.5012,-0.1709,0.0638
3235.2799,9.6344,4.3281,9.6000,4.5012,-0.1763,0.0869
3235.2999,9.6848,4.3331,9.6000,4.5012,-0.1790,0.0637
3235.3399,9.7856,4.3433,9.8000,4.5318,-0.1841,0.0861
3235.3599,9.8361,4.3485,9.8000,4.5318,-0.1866,0.0632
3235.3999,9.9368,4.3590,10.0000,4.5619,-0.1913,0.0844
3235.4399,9.9873,4.3643,10.0000,4.5619,-0.1936,0.0628
3235.4599,10.0879,4.3750,10.0000,4.5619,-0.1978,0.0819
3235.4799,10.1383,4.3807,10.2000,4.5917,-0.1997,0.0613
3235.5199,10.2391,4.3919,10.2000,4.5917,-0.2034,0.0780
3235.5399,10.2896,4.3975,10.2000,4.5917,-0.2053,0.0618
3235.5799,10.3904,4.4088,10.4000,4.6212,-0.2087,0.0770
3235.5999,10.4408,4.4145,10.4000,4.6212,-0.2103,0.0615
3235.6399,10.5416,4.4261,10.6000,4.6502,-0.2135,0.0754
3235.6599,10.5920,4.4319,10.6000,4.6502,-0.2149,0.0607
3235.6999,10.6928,4.4437,10.6000,4.6502,-0.2177,0.0729
3235.7199,10.7432,4.4497,10.8000,4.6789,-0.2190,0.0605
3235.7599,10.8440,4.4617,10.8000,4.6789,-0.2213,0.0702
3235.7799,10.8944,4.4677,10.8000,4.6789,-0.2224,0.0598
3235.8199,10.9952,4.4800,11.0000,4.7073,-0.2244,0.0680
3235.8399,11.0456,4.4861,11.0000,4.7073,-0.2254,0.0587
3235.8799,11.1464,4.4985,11.2000,4.7352,-0.2271,0.0660
3235.9199,11.2472,4.5111,11.2000,4.7352,-0.2285,0.0641
3235.9399,11.2976,4.5174,11.2000,4.7352,-0.2292,0.0569
3235.9599,11.3480,4.5238,11.4000,4.7628,-0.2297,0.0563
3235.9999,11.4488,4.5367,11.4000,4.7628,-0.2306,0.0597
3236.0199,11.4992,4.5432,11.4000,4.7628,-0.2310,0.0557
3236.0599,11.6000,4.5562,11.6000,4.7900,-0.2316,0.0577
3236.0999,11.6504,4.5628,11.6000,4.7900,-0.2319,0.0543
3236.1199,11.7512,4.5759,11.8000,4.8167,-0.2323,0.0555
3236.1599,11.8016,4.5826,11.8000,4.8167,-0.2323,0.0525
3236.1799,11.9023,4.5959,11.8000,4.8167,-0.2324,0.0525
3236.2199,11.9527,4.6027,12.0000,4.8431,-0.2323,0.0514
3236.2399,12.0534,4.6161,12.0000,4.8431,-0.2320,0.0493
3236.2799,12.1542,4.6297,12.2000,4.8691,-0.2315,0.0479
3236.2999,12.2046,4.6365,12.2000,4.8691,-0.2312,0.0490
3236.3399,12.3053,4.6502,12.2000,4.8691,-0.2305,0.0455
3236.3599,12.3556,4.6571,12.4000,4.8946,-0.2301,0.0477
3236.3999,12.4563,4.6709,12.4000,4.8946,-0.2290,0.0422
3236.4199,12.5067,4.6778,12.4000,4.8946,-0.2285,0.0464
3236.4599,12.6073,4.6917,12.6000,4.9197,-0.2272,0.0394
3236.4799,12.6577,4.6987,12.6000,4.9197,-0.2265,0.0445
3236.5199,12.7080,4.7057,12.6000,4.9197,-0.2258,0.0439
3236.5399,12.8086,4.7197,12.8000,4.9444,-0.2241,0.0357
3236.5599,12.8589,4.7267,12.8000,4.9444,-0.2232,0.0421
3236.5999,12.9595,4.7409,13.0000,4.9687,-0.2214,0.0329
3236.6199,13.0098,4.7480,13.0000,4.9687,-0.2203,0.0402
3236.6599,13.1104,4.7621,13.0000,4.9687,-0.2183,0.0303
3236.6799,13.1607,4.7693,13.2000,4.9926,-0.2171,0.0386
3236.7199,13.2612,4.7835,13.2000,4.9926,-0.2148,0.0271
3236.7599,13.3115,4.7906,13.2000,4.9926,-0.2136,0.0372
3236.7799,13.4120,4.8050,13.4000,5.0160,-0.2110,0.0239
3236.8199,13.4623,4.8120,13.4000,5.0160,-0.2097,0.0359
3236.8399,13.5628,4.8263,13.6000,5.0389,-0.2070,0.0222
3236.8599,13.6131,4.8334,13.6000,5.0389,-0.2057,0.0342
3236.8999,13.7135,4.8476,13.6000,5.0389,-0.2029,0.0203
3236.9199,13.7637,4.8548,13.8000,5.0614,-0.2013,0.0315
3236.9599,13.8642,4.8692,13.8000,5.0614,-0.1982,0.0163
3236.9999,13.9144,4.8763,13.8000,5.0614,-0.1967,0.0309
3237.0199,14.0149,4.8906,14.0000,5.0835,-0.1934,0.0138
3237.0599,14.1153,4.9048,14.0000,5.0835,-0.1902,0.0135
3237.0799,14.1656,4.9119,14.2000,5.1051,-0.1885,0.0272
3237.1199,14.2660,4.9260,14.2000,5.1051,-0.1851,0.0118
3237.1399,14.3162,4.9331,14.2000,5.1051,-0.1834,0.0257
3237.1799,14.4166,4.9473,14.4000,5.1262,-0.1797,0.0071
3237.1999,14.4668,4.9545,14.4000,5.1262,-0.1778,0.0231
3237.2399,14.5672,4.9688,14.6000,5.1469,-0.1739,0.0044
3237.2599,14.6174,4.9759,14.6000,5.1469,-0.1719,0.0207
3237.2999,14.7178,4.9902,14.8000,5.1671,-0.1679,0.0021
3237.3199,14.7680,4.9973,14.8000,5.1671,-0.1658,0.0184
3237.3599,14.8685,5.0116,14.8000,5.1671,-0.1616,-0.0011
3237.3799,14.9187,5.0187,15.0000,5.1869,-0.1595,0.0172
3237.3999,14.9689,5.0258,15.0000,5.1869,-0.1573,0.0152
3237.4399,15.0693,5.0400,15.0000,5.1869,-0.1530,-0.0040
3237.4799,15.1195,5.0471,15.2000,5.2062,-0.1507,0.0142
3237.4999,15.2200,5.0612,15.2000,5.2062,-0.1462,-0.0081
3237.5399,15.3205,5.0752,15.4000,5.2249,-0.1417,-0.0075
3237.5599,15.3707,5.0821,15.4000,5.2249,-0.1395,0.0116
3237.5999,15.4713,5.0957,15.4000,5.2249,-0.1352,-0.0077
3237.6199,15.5215,5.1026,15.6000,5.2432,-0.1330,0.0100
3237.6599,15.6221,5.1164,15.6000,5.2432,-0.1283,-0.0128
3237.6799,15.6723,5.1233,15.6000,5.2432,-0.1260,0.0075
3237.7199,15.7729,5.1370,15.8000,5.2611,-0.1212,-0.0156
3237.7399,15.8232,5.1439,15.8000,5.2611,-0.1187,0.0051
3237.7799,15.9238,5.1576,16.0000,5.2784,-0.1139,-0.0176
3237.7999,15.9741,5.1644,16.0000,5.2784,-0.1113,0.0027
3237.8399,16.0747,5.1780,16.0000,5.2784,-0.1064,-0.0203
3237.8599,16.1250,5.1848,16.2000,5.2952,-0.1038,0.0012
3237.8999,16.2257,5.1983,16.2000,5.2952,-0.0987,-0.0232
3237.9199,16.2760,5.2050,16.2000,5.2952,-0.0962,-0.0007
3237.9599,16.3767,5.2183,16.4000,5.3115,-0.0911,-0.0253
3237.9799,16.4271,5.2250,16.4000,5.3115,-0.0885,-0.0030
3238.0199,16.5278,5.2382,16.6000,5.3274,-0.0833,-0.0270
3238.0399,16.5782,5.2448,16.6000,5.3274,-0.0806,-0.0052
3238.0799,16.6790,5.2579,16.6000,5.3274,-0.0754,-0.0292
3238.0999,16.7294,5.2644,16.8000,5.3427,-0.0728,-0.0068
3238.1399,16.8302,5.2773,16.8000,5.3427,-0.0675,-0.0318
3238.1599,16.8806,5.2837,16.8000,5.3427,-0.0649,-0.0085
3238.1999,16.9814,5.2965,17.0000,5.3575,-0.0595,-0.0339
3238.2199,17.0318,5.3029,17.0000,5.3575,-0.0568,-0.0107
3238.2599,17.1326,5.3155,17.2000,5.3718,-0.0515,-0.0355
3238.2799,17.1831,5.3218,17.2000,5.3718,-0.0488,-0.0129
3238.3199,17.2839,5.3342,17.2000,5.3718,-0.0435,-0.0373
3238.3399,17.3344,5.3404,17.4000,5.3856,-0.0407,-0.0146
3238.3799,17.4352,5.3526,17.4000,5.3856,-0.0353,-0.0398
3238.3999,17.4857,5.3587,17.4000,5.3856,-0.0327,-0.0160
3238.4399,17.5866,5.3708,17.6000,5.3989,-0.0272,-0.0419
3238.4799,17.6875,5.3828,17.6000,5.3989,-0.0217,-0.0436
3238.4999,17.7379,5.3887,17.8000,5.4117,-0.0191,-0.0186
3238.5399,17.8388,5.4001,17.8000,5.4117,-0.0140,-0.0414
3238.5599,17.8893,5.4058,17.8000,5.4117,-0.0114,-0.0199
3238.5999,17.9903,5.4172,18.0000,5.4240,-0.0061,-0.0456
3238.6199,18.0408,5.4230,18.0000,5.4240,-0.0034,-0.0224
3238.6399,18.0912,5.4287,18.0000,5.4240,-0.0007,-0.0233
3238.6799,18.1922,5.4399,18.2000,5.4357,0.0046,-0.0480
3238.7199,18.2427,5.4455,18.2000,5.4357,0.0073,-0.0252
3238.7399,18.3435,5.4566,18.4000,5.4469,0.0127,-0.0503
3238.7799,18.4445,5.4673,18.4000,5.4469,0.0180,-0.0501
3238.7999,18.4949,5.4726,18.4000,5.4469,0.0204,-0.0258
3238.8399,18.5959,5.4828,18.6000,5.4576,0.0254,-0.0491
3238.8599,18.6465,5.4880,18.6000,5.4576,0.0279,-0.0282
3238.8999,18.6969,5.4932,18.6000,5.4576,0.0306,-0.0292
3238.9199,18.7979,5.5034,18.8000,5.4677,0.0357,-0.0535
3238.9599,18.8484,5.5085,18.8000,5.4677,0.0384,-0.0313
3238.9799,18.9493,5.5186,19.0000,5.4773,0.0436,-0.0558
3239.0199,19.0502,5.5284,19.0000,5.4773,0.0487,-0.0555
3239.0399,19.1007,5.5332,19.2000,5.4864,0.0511,-0.0320
3239.0799,19.2017,5.5424,19.2000,5.4864,0.0559,-0.0545
3239.0999,19.2523,5.5471,19.2000,5.4864,0.0584,-0.0342
3239.1399,19.3533,5.5564,19.4000,5.4949,0.0634,-0.0580
3239.1599,19.4038,5.5611,19.4000,5.4949,0.0659,-0.0366
3239.1999,19.5048,5.5702,19.6000,5.5030,0.0709,-0.0594
3239.2199,19.5553,5.5747,19.6000,5.5030,0.0735,-0.0387
3239.2599,19.6563,5.5836,19.6000,5.5030,0.0784,-0.0614
3239.2799,19.7068,5.5881,19.8000,5.5104,0.0809,-0.0395
3239.3199,19.7572,5.5925,19.8000,5.5104,0.0835,-0.0410
3239.3399,19.8583,5.6010,19.8000,5.5104,0.0884,-0.0627
3239.3799,19.9593,5.6096,20.0000,5.5174,0.0935,-0.0658
3239.3999,20.0098,5.6137,20.0000,5.5174,0.0959,-0.0419
3239.4399,20.1108,5.6215,20.2000,5.5238,0.1004,-0.0618
3239.4599,20.1614,5.6254,20.2000,5.5238,0.1028,-0.0436
3239.4999,20.2625,5.6332,20.2000,5.5238,0.1075,-0.0651
3239.5199,20.3131,5.6371,20.4000,5.5296,0.1098,-0.0449
3239.5599,20.4142,5.6446,20.4000,5.5296,0.1146,-0.0671
3239.5799,20.4648,5.6483,20.4000,5.5296,0.1169,-0.0462
3239.6199,20.5659,5.6556,20.6000,5.5349,0.1215,-0.0681
3239.6399,20.6165,5.6592,20.6000,5.5349,0.1239,-0.0479
3239.6799,20.7176,5.6662,20.8000,5.5397,0.1284,-0.0685
3239.7199,20.7683,5.6697,20.8000,5.5397,0.1307,-0.0494
3239.7399,20.8693,5.6764,20.8000,5.5397,0.1352,-0.0694
3239.7799,20.9706,5.6829,21.0000,5.5439,0.1395,-0.0695
3239.7999,21.0211,5.6859,21.0000,5.5439,0.1416,-0.0495
3239.8399,21.1225,5.6918,21.2000,5.5476,0.1455,-0.0671
3239.8599,21.1732,5.6947,21.2000,5.5476,0.1476,-0.0512
3239.8999,21.2745,5.7006,21.2000,5.5476,0.1517,-0.0702
3239.9199,21.3252,5.7035,21.4000,5.5507,0.1539,-0.0527
3239.9599,21.4266,5.7091,21.4000,5.5507,0.1580,-0.0721
3239.9799,21.4773,5.7119,21.4000,5.5507,0.1601,-0.0536
3240.0199,21.5786,5.7172,21.6000,5.5533,0.1642,-0.0730
3240.0399,21.6294,5.7198,21.6000,5.5533,0.1662,-0.0550
3240.0799,21.7308,5.7248,21.8000,5.5553,0.1702,-0.0732
3240.0999,21.7815,5.7273,21.8000,5.5553,0.1722,-0.0563
3240.1399,21.8828,5.7321,21.8000,5.5553,0.1760,-0.0735
3240.1599,21.9336,5.7343,22.0000,5.5568,0.1779,-0.0559
3240.1999,22.0351,5.7386,22.0000,5.5568,0.1816,-0.0737
3240.2199,22.0859,5.7407,22.0000,5.5568,0.1834,-0.0572
3240.2599,22.1874,5.7448,22.2000,5.5577,0.1872,-0.0750
3240.2999,22.2382,5.7468,22.2000,5.5577,0.1890,-0.0586
3240.3199,22.3397,5.7507,22.4000,5.5581,0.1926,-0.0751
3240.3399,22.3905,5.7525,22.4000,5.5581,0.1944,-0.0598
3240.3799,22.4919,5.7560,22.4000,5.5581,0.1979,-0.0752
3240.4199,22.5934,5.7593,22.6000,5.5579,0.2013,-0.0756
3240.4399,22.6442,5.7607,22.6000,5.5579,0.2029,-0.0596
3240.4799,22.7458,5.7634,22.8000,5.5572,0.2060,-0.0735
3240.4999,22.7966,5.7648,22.8000,5.5572,0.2076,-0.0611
3240.5399,22.8982,5.7674,22.8000,5.5572,0.2107,-0.0751
3240.5599,22.9490,5.7687,23.0000,5.5559,0.2123,-0.0624
3240.5999,23.0505,5.7710,23.0000,5.5559,0.2155,-0.0764
3240.6199,23.1014,5.7722,23.0000,5.5559,0.2170,-0.0623
3240.6599,23.2029,5.7742,23.2000,5.5541,0.2201,-0.0773
3240.6799,23.2537,5.7752,23.2000,5.5541,0.2216,-0.0633
3240.7199,23.3552,5.7769,23.4000,5.5518,0.2245,-0.0769
3240.7399,23.4060,5.7777,23.4000,5.5518,0.2260,-0.0642
3240.7799,23.5075,5.7792,23.6000,5.5489,0.2288,-0.0763
3240.7999,23.5583,5.7798,23.6000,5.5489,0.2303,-0.0650
3240.8399,23.6598,5.7810,23.6000,5.5489,0.2330,-0.0769
3240.8599,23.7106,5.7815,23.8000,5.5454,0.2344,-0.0646
3240.8999,23.8121,5.7823,23.8000,5.5454,0.2371,-0.0776
3240.9199,23.8629,5.7827,23.8000,5.5454,0.2384,-0.0652
3240.9399,23.9136,5.7830,24.0000,5.5414,0.2397,-0.0654
3240.9799,24.0151,5.7834,24.0000,5.5414,0.2422,-0.0774
3241.0199,24.1165,5.7837,24.2000,5.5369,0.2448,-0.0774
3241.0399,24.1672,5.7837,24.2000,5.5369,0.2460,-0.0661
3241.0799,24.2686,5.7835,24.2000,5.5369,0.2482,-0.0754
3241.0999,24.3194,5.7833,24.4000,5.5318,0.2493,-0.0660
3241.1399,24.4208,5.7829,24.4000,5.5318,0.2516,-0.0768
3241.1599,24.4716,5.7826,24.4000,5.5318,0.2527,-0.0664
3241.1999,24.5729,5.7819,24.6000,5.5262,0.2548,-0.0767
3241.2199,24.6236,5.7814,24.6000,5.5262,0.2558,-0.0663
3241.2599,24.7250,5.7803,24.8000,5.5200,0.2578,-0.0754
3241.2999,24.8264,5.7791,24.8000,5.5200,0.2599,-0.0769
3241.3199,24.8771,5.7784,24.8000,5.5200,0.2608,-0.0666
3241.3599,24.9785,5.7768,25.0000,5.5133,0.2626,-0.0750
3241.3799,25.0292,5.7759,25.0000,5.5133,0.2635,-0.0673
3241.4199,25.1305,5.7741,25.2000,5.5060,0.2653,-0.0750
3241.4399,25.1812,5.7731,25.2000,5.5060,0.2662,-0.0679
3241.4799,25.2826,5.7710,25.2000,5.5060,0.2679,-0.0751
3241.4999,25.3333,5.7698,25.4000,5.4982,0.2687,-0.0677
3241.5399,25.4346,5.7674,25.4000,5.4982,0.2704,-0.0755
3241.5599,25.4853,5.7661,25.4000,5.4982,0.2712,-0.0676
3241.5999,25.5866,5.7634,25.6000,5.4899,0.2727,-0.0751
3241.6199,25.6373,5.7620,25.6000,5.4899,0.2735,-0.0681
3241.6599,25.7386,5.7590,25.8000,5.4810,0.2749,-0.0743
3241.6999,25.8399,5.7559,25.8000,5.4810,0.2764,-0.0750
3241.7199,25.8906,5.7542,25.8000,5.4810,0.2770,-0.0675
3241.7599,25.9919,5.7506,26.0000,5.4716,0.2782,-0.0734
3241.7799,26.0426,5.7487,26.0000,5.4716,0.2789,-0.0679
3241.8199,26.1440,5.7449,26.2000,5.4617,0.2800,-0.0731
3241.8399,26.1947,5.7430,26.2000,5.4617,0.2807,-0.0684
3241.8799,26.2960,5.7389,26.2000,5.4617,0.2817,-0.0728
3241.8999,26.3467,5.7368,26.4000,5.4512,0.2823,-0.0682
3241.9399,26.4481,5.7324,26.4000,5.4512,0.2834,-0.0729
3241.9599,26.4988,5.7302,26.4000,5.4512,0.2838,-0.0677
3241.9999,26.6002,5.7255,26.6000,5.4402,0.2848,-0.0727
3242.0199,26.6509,5.7231,26.6000,5.4402,0.2853,-0.0679
3242.0599,26.7522,5.7182,26.8000,5.4287,0.2862,-0.0717
3242.0799,26.8029,5.7156,26.8000,5.4287,0.2866,-0.0681
3242.1199,26.9043,5.7104,26.8000,5.4287,0.2874,-0.0709
3242.1399,26.9550,5.7077,27.0000,5.4167,0.2878,-0.0680
3242.1799,27.0564,5.7022,27.0000,5.4167,0.2885,-0.0711
3242.1999,27.1071,5.6994,27.0000,5.4167,0.2888,-0.0672
3242.2399,27.2086,5.6936,27.2000,5.4041,0.2895,-0.0709
3242.2599,27.2593,5.6907,27.2000,5.4041,0.2898,-0.0674
3242.2799,27.3100,5.6877,27.2000,5.4041,0.2901,-0.0672
3242.3199,27.4114,5.6815,27.4000,5.3910,0.2906,-0.0701
3242.3599,27.4621,5.6784,27.4000,5.3910,0.2909,-0.0672
3242.3799,27.5635,5.6720,27.6000,5.3774,0.2913,-0.0692
3242.3999,27.6142,5.6687,27.6000,5.3774,0.2915,-0.0670
3242.4399,27.7156,5.6620,27.6000,5.3774,0.2919,-0.0680
3242.4599,27.7663,5.6585,27.8000,5.3633,0.2921,-0.0671
3242.4999,27.8677,5.6516,27.8000,5.3633,0.2924,-0.0682
3242.5399,27.9184,5.6480,27.8000,5.3633,0.2925,-0.0661
3242.5599,28.0197,5.6408,28.0000,5.3487,0.2927,-0.0680
3242.5999,28.0704,5.6371,28.0000,5.3487,0.2928,-0.0660
3242.6199,28.1718,5.6296,28.2000,5.3336,0.2930,-0.0668
3242.6599,28.2731,5.6219,28.2000,5.3336,0.2931,-0.0665
3242.6799,28.3237,5.6180,28.4000,5.3179,0.2931,-0.0654
3242.7199,28.4250,5.6100,28.4000,5.3179,0.2932,-0.0664
3242.7399,28.4757,5.6060,28.4000,5.3179,0.2932,-0.0654
3242.7799,28.5769,5.5978,28.6000,5.3018,0.2931,-0.0653
3242.7999,28.6276,5.5936,28.6000,5.3018,0.2931,-0.0653
3242.8399,28.7288,5.5852,28.8000,5.2852,0.2930,-0.0642
3242.8599,28.7794,5.5809,28.8000,5.2852,0.2930,-0.0653
3242.8999,28.8806,5.5722,28.8000,5.2852,0.2928,-0.0640
3242.9199,28.9312,5.5678,29.0000,5.2680,0.2927,-0.0642
3242.9599,29.0323,5.5588,29.0000,5.2680,0.2925,-0.0638
3242.9799,29.0829,5.5543,29.0000,5.2680,0.2924,-0.0640
3243.0199,29.1840,5.5451,29.2000,5.2504,0.2921,-0.0628
3243.0399,29.2346,5.5404,29.2000,5.2504,0.2919,-0.0640
3243.0799,29.3356,5.5310,29.4000,5.2323,0.2916,-0.0616
3243.0999,29.3861,5.5262,29.4000,5.2323,0.2914,-0.0637
3243.1399,29.4872,5.5165,29.4000,5.2323,0.2910,-0.0613
3243.1599,29.5377,5.5116,29.6000,5.2137,0.2907,-0.0628
3243.1999,29.6386,5.5017,29.6000,5.2137,0.2903,-0.0611
3243.2199,29.6891,5.4967,29.6000,5.2137,0.2901,-0.0624
3243.2599,29.7396,5.4916,29.8000,5.1946,0.2898,-0.0622
3243.2799,29.8405,5.4813,29.8000,5.1946,0.2893,-0.0602
3243.3199,29.8909,5.4762,29.8000,5.1946,0.2890,-0.0617
3243.3399,29.9918,5.4657,30.0000,5.1751,0.2884,-0.0592
3243.3799,30.0927,5.4551,30.0000,5.1751,0.2877,-0.0586
3243.3999,30.1431,5.4497,30.2000,5.1551,0.2874,-0.0612
3243.4399,30.1935,5.4443,30.2000,5.1551,0.2871,-0.0616
3243.4599,30.2943,5.4334,30.2000,5.1551,0.2865,-0.0579
3243.4799,30.3447,5.4279,30.4000,5.1346,0.2861,-0.0606
3243.5199,30.4455,5.4168,30.4000,5.1346,0.2854,-0.0575
3243.5399,30.4959,5.4111,30.4000,5.1346,0.2850,-0.0600
3243.5799,30.5966,5.3997,30.6000,5.1136,0.2842,-0.0565
3243.6199,30.6470,5.3940,30.6000,5.1136,0.2838,-0.0598
3243.6399,30.7477,5.3824,30.8000,5.0922,0.2829,-0.0554
3243.6599,30.7981,5.3766,30.8000,5.0922,0.2825,-0.0597
3243.6799,30.8484,5.3707,30.8000,5.0922,0.2821,-0.0591
3243.6999,30.8988,5.3648,30.8000,5.0922,0.2816,-0.0589
3243.7399,30.9491,5.3588,31.0000,5.0703,0.2812,-0.0586
3243.7599,31.0498,5.3467,31.0000,5.0703,0.2802,-0.0544
3243.7799,31.1001,5.3407,31.0000,5.0703,0.2797,-0.0579
3243.8199,31.2008,5.3284,31.2000,5.0480,0.2788,-0.0537
3243.8399,31.2512,5.3222,31.2000,5.0480,0.2783,-0.0577
3243.8799,31.3518,5.3098,31.4000,5.0252,0.2772,-0.0525
3243.8999,31.4022,5.3035,31.4000,5.0252,0.2767,-0.0574
